"769","1871","SD IT MUHAMMADIYAH GUNUNG TERANG","SD",,,,
"771","3523","SDN SUGIHAN","SD",,,,
"772","3402","BOPKRI 1 GONDOLAYU","SD",,,,
"775","1375","SDN 22 PAKAN SINAYAN","SD",,,,
"776","3523","SDN WOTSOGO 1","SD",,,,
"779","3471","BOPKRI GONDOLAYU","SD",,,,
"780","3510","SD ALETHEIA","SD",,,,
"782","3510","SDN 01 GENTENG","SD",,,,
"786","3510","SDN 01 SETAIL","SD",,,,
"787","3523","SDN PASEYAN 1","SD",,,,
"791","3523","SDN NGROJO","SD",,,,
"793","5103","SDN 1 BLAHKIUH","SD",,,,
"794","3510","SDN 02 GENTENG","SD",,,,
"797","3374","SD LAB SCHOOL UNNES","SD",,,,
"798","3515","SDN KRAMAT JEGU 2","SD",,,,
"801","1375","SDN 09 BELAKANG BALOK","SD",,,,
"803","3375","SD MUHAMMADIYAH PAESAN","SD",,,,
"804","1871","SD N 2 RAWA LAUT BANDAR LAMPUNG","SD",,,,
"805","1375","SDI AL FALAH","SD",,,,
"807","3374","SDN KALIBANTENG KIDUL 02","SD",,,,
"809","3321","SDN KATONSARI 2","SD",,,,
"811","3374","SDN KALIBANTENG KIDUL 01","SD",,,,
"813","3321","SD BUQ DEMAK","SD",,,,
"814","3319","SD 3 BARONGAN KUDUS","SD",,,,
"815","3321","SDN PULOSARI","SD",,,,
"816","5103","SDN 1 KAPAL","SD",,,,
"818","3321","SDN BINTORO 1","SD",,,,
"819","3471","SERAYU","SD",,,,
"820","3374","SD SUPRIYADI","SD",,,,
"821","3374","SDN KEMBANGARUM 02","SD",,,,
"822","3319","MI MUH 2 KUDUS","SD",,,,
"823","3510","SDN 08 KEMBIRITAN","SD",,,,
"824","3374","SDN PALEBON 03 ","SD",,,,
"828","5107","SDN 6 KARANGASEM","SD",,,,
"832","3374","SDN KEMBANGARUM 01","SD",,,,
"833","3510","SDN 07 KALIGONDO","SD",,,,
"834","3374","SDN PETOMPON 01","SD",,,,
"835","3374","SDN PALEBON 01","SD",,,,
"836","3510","SD MUHAMMADIYAH 06","SD",,,,
"837","3319","SD 3 DEMAAN","SD",,,,
"839","3321","SDN BINTORO 2","SD",,,,
"841","3374","SDN KEMBANGARUM 03","SD",,,,
"844","3319","SD 2 RENDENG","SD",,,,
"845","3510","SDN 06 KEMBIRITAN","SD",,,,
"847","3374","MI TARBIYATUL KHAIRAT SEMARANG","SD",,,,
"849","3374","SD SENDANGMULYO 4","SD",,,,
"851","3318","SD NEGERI PATI KIDUL 01","SD",,,,
"853","3374","SDN KALICARI 02","SD",,,,
"854","5107","SDN 4 SUBAGAN","SD",,,,
"855","5103","SDN 3 ABIANBASE","SD",,,,
"856","3318","SD KANISIUS PATI","SD",,,,
"858","3374","SD GAYAMSARI 2","SD",,,,
"860","3319","SD KANISIUS","SD",,,,
"861","5107","SDN 3 BUDAKELING","SD",,,,
"862","3318","SD NEGERI SEMIREJO 02","SD",,,,
"864","3374","SD KALICARI 1","SD",,,,
"866","3318","SD NEGERI PARENGGAN 01","SD",,,,
"867","3402","MUHAMMADIYAH BODON 1","SD",,,,
"869","3374","SD PLAMONGAN SARI 01","SD",,,,
"870","3318","SD NEGERI PATI LOR 02","SD",,,,
"872","3374","SDN MANYARAN 02","SD",,,,
"874","3321","SDN WONOKERTO 1","SD",,,,
"875","3318","SD NEGERI NGARUS 02","SD",,,,
"876","3374","SD AL HIKMAH","SD",,,,
"877","3318","SD NEGERI PATI LOR 04","SD",,,,
"879","3374","SDN TLOGOSARI KULON 03","SD",,,,
"880","3318","SD NEGERI TEGALREJO","SD",,,,
"883","3374","SD NASIMA","SD",,,,
"885","3319","SD 1 MIJEN","SD",,,,
"886","3318","SD NEGERI BUNGASREJO","SD",,,,
"887","3319","SD 3 BARONGAN","SD",,,,
"888","3374","SD ISRIYATI","SD",,,,
"889","5107","SDN 3 AMERTA BHUANA","SD",,,,
"890","3318","SD MUHAMMADIYAH PATI","SD",,,,
"891","3318","SD NEGERI KAYEN 05","SD",,,,
"892","3318","SD HARAPAN BANGSA","SD",,,,
"893","3374","SDN TLOGOSARI KULON 01","SD",,,,
"894","3374","SDN KURIPAN 03","SD",,,,
"895","3374","SDI TUNAS HARAPAN","SD",,,,
"896","3374","SDN MUKTIHARJO KIDUL 01","SD",,,,
"897","3515","SDN SIDODADI 2","SD",,,,
"898","3319","SD 2 PIJI","SD",,,,
"899","3510","MI SALAFIYAH TUGUN","SD",,,,
"900","5107","SDN 6 BEBANDEM","SD",,,,
"901","3319","SDIT UBK","SD",,,,
"903","3319","SD 1 RENDENG","SD",,,,
"904","3510","SDN 03 SEMPU","SD",,,,
"905","3319","SDIT AL ISLAM","SD",,,,
"906","3319","SD NAWA KARTIKA","SD",,,,
"907","3374","SD NEGERI PEDURUNGAN TENGAH 02","SD",,,,
"908","1871","SD IT PERMATA BUNDA BANDAR LAMPUNG","SD",,,,
"909","3319","MI MUHAMMADIYAH 1 KUDUS","SD",,,,
"910","3374","SD SRONDOL WETAN 02","SD","Semarang",,"sekolah@gmail.com","12"
"911","3374","SD ANTONIUS 02","SD","Semarang",,"sekolah@gmail.com","1"
"912","3374","SD ISLAM HIDAYATULLAH","SD","Semarang",,"semarang@gmail.com","1"
"913","3374","SD SRONDOL WETAN 05","SD","S",,"hjhjhjhjhj@gmail.com","1"
"915","3374","SD DIPONEGORO","SD","S",,"jjhjhjj@Gmail.com","1"
"916","3471","MUHAMMADIYAH TRINI","SD",,,,
"917","5107","SDN 3 ULAKAN","SD",,,,
"918","5107","SDN 1 DUDA TIMUR","SD",,,,
"919","5103","SDN 2 KEKERAN","SD",,,,
"920","3374","SD ALAM AR-RIDHO","SD",,,,
"921","5272","SDN 01 KOTA BIMA","SD",,,,
"922","3374","SD DARUL MUWAHIDIN","SD",,,,
"923","3374","SD SRONDOL WETAN 04","SD",,,,
"924","5103","SD BIMS","SD",,,,
"925","3374","SD SRONDOL WETAN 04","SD","S",,"sekolah@gmail.com","1"
"926","5103","SDN 2 KEKERAN","SD",,,,
"927","3325","SDN KLIDANGLOR 01","SD",,,,
"928","3325","SDN PROYONANGGAN 13","SD",,,,
"929","3325","SDN PROYONANGGAN 11","SD",,,,
"930","5107","SDN 3 Pempatan","SD",,,,
"931","3325","SDN PROYONANGGAN 11","SD",,,,
"932","5107","SDN 1 ABANG","SD",,,,
"933","3325","SDN KALISALAK","SD",,,,
"934","5107","SDN 1 Tiyingtali","SD",,,,
"935","3374","SDIT HARAPAN BUNDA","SD",,,,
"936","3374","SD NEGERI SENDANGGUWO 01","SD",,,,
"937","5107","SDN 2 PESABAN","SD",,,,
"938","3374","SD NEGERI JAMUS","SD",,,,
"939","3325","SDN PROYONANGGAN 11","SD",,,,
"940","5272","SDN 49 KOTA BIMA","SD",,,,
"941","5107","SDN 1 Rendang","SD",,,,
"942","3374","SD TRI TUNGGAL","SD",,,,
"943","5107","SDN 3 Tista","SD",,,,
"944","5272","SDN 71 KOTA BIMA","SD",,,,
"945","3325","SDN PROYONANGGAN 11","SD",,,,
"946","3374","SD NEGERI SAMBIROTO 01","SD",,,,
"947","5206","SDN INPRES BRE","SD",,,,
"948","5107","SDN 4 Padangkerta","SD",,,,
"949","3325","SDN SAMBONG 02","SD",,,,
"950","5103","SDN 2 LUKLUK","SD",,,,
"951","3325","SDN PROYONANGGAN 11","SD",,,,
"952","5107","SDN 3 Gegelang","SD",,,,
"953","3515","SD MUTIARA BUNDA 2","SD",,,,
"954","3515","SDN SIDODADI 2","SD",,,,
"955","3515","SD SIDODADI I","SD",,,,
"956","3325","SDN KAUMAN 07","SD",,,,
"957","3325","SDN PROYONANGGAN 11","SD",,,,
"958","5206","SDN 2 TENTE","SD",,,,
"959","5107","SDN 1 Menanga","SD",,,,
"960","5107","SDN 2 Sengkidu","SD",,,,
"961","5107","SDN 1 PASEDAHAN","SD",,,,
"962","5206","MIN SILA","SD",,,,
"963","3374","SD NEGERI TEMBALANG","SD",,,,
"964","3374","SD NEGERI SENDANGMULYO 03","SD",,,,
"965","3374","SD NEGERI KEDUNGMUNDU","SD",,,,
"966","3374","SDN PETOMPON 02","SD",,,,
"967","5103","SDN 2 GULINGAN","SD",,,,
"968","3374","SDI PRIMADANA","SD",,,,
"969","3325","SDN KASEPUHAN 02","SD",,,,
"970","5107","SDN 1 Duda Timur","SD",,,,
"971","3325","SDN PROYONANGGAN 11","SD",,,,
"972","3374","SD NEGERI LAMPER KIDUL 02","SD",,,,
"973","3325","SDN DENASRI KULON 02","SD",,,,
"974","5103","SDN 1 ABIANBASE","SD",,,,
"975","5107","SDN 3 Peringsari","SD",,,,
"976","3374","SD NEGERI SAMBIROTO 02","SD",,,,
"977","3325","SDN KASEPUHAN 02","SD",,,,
"978","5107","SDN 4 Tribuana","SD",,,,
"979","5107","SDN 3 Sebudi","SD",,,,
"980","3325","SDN KARANGASEM 02","SD",,,,
"981","5103","SDN 2 SEMPIDI","SD",,,,
"982","5107","SDN 3 Padangkerta","SD",,,,
"983","3325","SDN KAUMAN 07","SD",,,,
"984","3515","SDN SIDODADI 1","SD",,,,
"985","3325","SDN SAMBONG 02","SD",,,,
"986","3325","SDN PROYONANGGAN 11","SD",,,,
"987","5103","SDN 5 KAPAL","SD",,,,
"988","5107","SDN 1 Besakih","SD",,,,
"989","5107","SDN 7 Sibetan","SD",,,,
"990","5107","SDN 3 Duda Utara","SD",,,,
"991","5103","SDN 3 LUKLUK","SD",,,,
"992","3515","SDN KRAMAT JEGU 2","SD",,,,
"993","3374","SD SANTO ALOYSIUS","SD",,,,
"994","5103","SDN I PENARUNGAN","SD",,,,
"995","3515","SDN KRAMAT JEGU 2","SD",,,,
